cell_id,zone_id,latitude,longitude,satellite_spectral_anomaly,lithology_compatibility,structural_proximity,mineralization_proximity,soil_support_score,terrain_score,data_quality,label,prob_positive
33,H,21.765150431987703,80.48792235709838,0.0688624480669468,0.3161596159643168,0.503373503000577,0.2249166562005774,0.2989559465517953,0.5473199191503955,0.889795624913346,0,0.3458790852445257
34,C,21.77028818582758,79.89423180388223,0.5079425083905975,0.9012889901129578,0.3094100769226678,0.1898763717125246,0.7541689874758197,0.16491993014570946,0.6648907151224729,1,0.5196866498786293
35,E,21.80379736136733,79.97317382801135,0.046250770450586794,0.3977107673222131,0.14800388118671576,0.11667315367455093,0.3283138461432422,0.6532287026504329,0.3978858940144756,0,0.22134645693482297
36,D,21.68660604496162,80.06669646529681,0.11893728837457813,0.5109844287008672,0.15044044529537806,0.0774205517100196,0.6122610570087148,0.4060428826293582,0.9565939571344226,0,0.3070980339617432
37,C,21.83652949984684,79.98209225548447,0.43580332116414594,0.0656798624208333,0.4828397433338186,0.003908601796751603,0.6873650966881629,0.5383077739924704,0.657488892872033,0,0.32269726406163385
38,B,21.662183933021293,79.91044853335195,0.24392524862993042,0.16908794130569202,0.4337909567097812,0.03254236909486935,0.41065253763205006,0.6062078943723013,0.8645004061786544,0,0.274930314603696
39,H,21.74996773788187,80.31469888320946,0.2768931445268666,0.5002716802399336,0.32251738544701725,0.491217348414493,0.6185927676959716,0.8304211874451352,0.9232208521374714,0,0.36139685169861774
40,C,21.915198534562904,80.23404201909482,0.47983574586553684,0.35827799374814484,0.5513149855114318,0.49032415732610657,0.7579096525996197,0.26325138026539596,0.3286871496524988,1,0.5139782265787499
41,H,21.55971616753646,79.92887462457615,0.4232122092470457,0.36046468268675236,0.1869230992884735,0.2978313841555095,0.4315554520053688,0.15935438342067718,0.7423577849465984,0,0.3871735347478095
42,G,21.785289218971805,79.94787031297655,0.20312808648996913,0.15275030295037142,0.43007086333064243,0.09132358599984675,0.22368602716481645,0.683075366042188,0.4133962745747071,0,0.2932356583808974
43,H,21.792999060570573,79.98990794737776,0.052897264407406976,0.19118965673561578,0.3648390543720105,0.022894020179629746,0.5290628897851752,0.6584142026809903,0.707478553081353,0,0.2852335420225818
44,D,21.704108839489482,79.98667075859039,0.15792929255959193,0.3228834455542443,0.46052057371652905,0.4853827166496107,0.3403977270362231,0.24894906043368703,0.6743719464810379,0,0.2728196691912401
45,E,21.58443840210434,79.97263995154732,0.17389174406264576,0.6435370551074805,0.21892229242850925,0.16240496868408597,0.33194367107566763,0.6585942324458737,0.6840276059792021,0,0.2770516799376062
46,F,21.93400362001651,80.19194363961704,0.4552325047221421,0.3205436447450055,0.11950451413771009,0.4347382895772549,0.49186130818278967,0.6012177914006005,0.6590367246083104,0,0.33549989787696766
47,C,21.69890259935133,80.13041262727586,0.5640587698096096,0.31657841006399234,0.6299053325971261,0.06302472851878799,0.406478168096589,0.6916377525855806,0.7719351889498381,0,0.4951276018796429
48,B,21.74188908279876,80.0632059957085,0.08919630954948145,0.614743544236796,0.2921782704139552,0.3209144061555995,0.7442589564002395,0.25212831707335714,0.7947134105748881,0,0.30175998793749165
49,D,21.694705445641635,80.4373002493593,0.2339890354013085,0.17418133144979642,0.5334576242149026,0.07981203224253648,0.5895710908605917,0.5961806013216598,0.7238407091043844,0,0.3641818462372077
50,D,21.862353432641367,80.2190025099886,0.5450425599776015,0.20560856035413344,0.2626776853055611,0.17713431621397013,0.6403190735096334,0.4810455840478322,0.7140993502627033,1,0.5093140572812356
51,D,21.978197729637973,80.43274925038176,0.2092531689413234,0.16919075963834299,0.30767089927718594,0.5969502518276303,0.28883616296836095,0.30261165722887345,0.5602908419095952,0,0.3574576643244846
52,G,21.587881309118774,80.38846173244954,0.3996442644059915,0.4482753421479202,0.28309798213705734,0.24450768387800942,0.3513237590930653,0.41456230804227917,0.8472205708844553,0,0.38137497415303895
53,D,21.969381721683074,80.10951551456215,0.37341450631946355,0.6021559879529503,0.1153568313774658,0.39687994631496903,0.30616706464240323,0.4924058837325788,0.8408953705449391,0,0.320935932788574
54,G,21.62443851748384,80.20033027811948,0.3619444339374875,0.25839435299678193,0.31696101203084126,0.17265114322663452,0.18945540905253505,0.3256519935477619,0.6490701856411705,0,0.3562907188494176
55,E,21.59092254492544,80.20664647426953,0.21604299064489343,0.3918368939665836,0.5336548691857107,0.6729268229151256,0.5123307198842112,0.6105698122928654,0.6544263288359942,0,0.27094273751107234
56,F,21.75681703699403,80.19475801776133,0.12510978300763198,0.803321192577584,0.2581101452845869,0.597324798884865,0.659959181475116,0.6817295536549974,0.8827582381095967,0,0.4247824309686412
57,E,21.863267183725757,80.28140571002582,0.26730226900100523,0.42737322440170616,0.21165234782365258,0.1835136171607822,0.4020306002844423,0.4270330993310755,0.5845858648704126,0,0.41438169698773614
58,B,21.853763145997327,79.99343047998754,0.3925602709342212,0.5902684404736762,0.5116959431670802,0.11474810027909658,0.4561820075222211,0.736220846743048,0.47474038816637937,0,0.4464191504110454
59,H,21.764199011792098,79.93798790213197,0.05128730414767465,0.3115205162331441,0.06488893666139718,0.11080847006924135,0.18040603077969675,0.6272999218778126,0.5000775995397326,0,0.26261312593850805
60,G,21.63041779397109,80.02868274750004,0.6816644924045036,0.10869298228812926,0.33507220562337225,0.20354904231789633,0.6077430237372758,0.04952271687392043,0.619526386240867,0,0.49154897199205283
61,C,21.816725165318157,79.98170667818172,0.024211150100058813,0.4003963061579848,0.4758840867232297,0.2772894459560294,0.6609315608277009,0.23504612362059102,0.6304444130800212,0,0.2531788140184652
62,F,21.87453596776125,80.11059487812294,0.04150542797091383,0.3070705957812804,0.31217287586089376,0.15785501772793617,0.6069929904990383,0.5309899435866701,0.4920844339869642,0,0.3220882854935213
63,C,21.835038550545704,80.1606118851222,0.11519921241583758,0.5327538030578164,0.4208946027351182,0.3912355898652053,0.364373620752122,0.7391053859207987,0.6422801905093184,0,0.4488143000984455
64,A,21.664128148913946,80.3464391665717,0.19455375389612842,0.6267683038178008,0.6615500216180867,0.3966965992430392,0.17054725100550078,0.8732248005727753,0.8225371420519351,0,0.3955883259930356
65,F,21.903662714390965,80.37372018865759,0.26448596600444013,0.5318466980359187,0.13149590304029904,0.36923851940873353,0.7632064481786468,0.49681463490214944,0.7158781618611334,0,0.37587537716192826
66,B,21.566193514353667,80.11081446354554,0.2562274533820433,0.2651723493922902,0.4689025695557476,0.7638989635655385,0.47339748005264504,0.560570313415625,0.5852479608353865,0,0.428869117076106
67,G,21.616030426069706,80.08655090206535,0.2816921886346191,0.055820377704229776,0.10579127221890594,0.2114051884941373,0.5550147934063591,0.8427735157140487,0.5150715956774434,0,0.34561216475902
68,E,21.89328499809378,80.16394253703724,0.16759708002585516,0.20462227983841913,0.29006751043063095,0.13985121236502834,0.3621659355633354,0.20678852141701667,0.8994577600943616,0,0.1503699133644021
69,G,21.752144572649968,80.44289780072393,0.5912049948167846,0.16918048410386535,0.08017770720878108,0.3389598966435258,0.6720185303039519,0.25585774650878634,0.8340324822723182,0,0.41734435772056705
70,A,21.690713842295324,80.28641024188357,0.20750380004764835,0.2782985136249749,0.14683723785233682,0.017994589696390933,0.4835845827056897,0.17221966202982522,0.6423307590259176,0,0.2218404859310105
71,C,21.808538611196422,80.17021858841818,0.25345658923641035,0.07033533903646415,0.6407903433422191,0.25105079685382287,0.3985646480098042,0.7863572141322158,0.5571795759454841,0,0.29739257291963034
72,D,21.693656019545678,80.42219872366405,0.10313299175986462,0.23056862828359237,0.2209241518819061,0.08809066842445319,0.302638738572284,0.44060820186253774,0.6483169078642597,0,0.32530838254161926
73,G,21.659680182069586,80.4158565168041,0.24122872836060696,0.2566755957661477,0.6385389823732536,0.6096391466408859,0.7432181117573713,0.48150553131905743,0.9055436097090173,0,0.4485887608546105
74,G,21.80590801397098,80.09644815309794,0.5120450375439776,0.23101923304692307,0.37419635541382595,0.1767460787605422,0.4458140824694897,0.7959692748038185,0.9300308700390427,0,0.4674480763507952
75,E,21.7069462307126,79.97205862853221,0.5349037096546612,0.36926732978316246,0.11864043457373512,0.07465396103823418,0.6123348200034915,0.4705407050954547,0.7628527644567582,0,0.48300266721509816
76,G,21.856397529259574,80.04922982377605,0.4259009638056911,0.46584893826124746,0.5984866975073022,0.40375514798488266,0.4760618044317642,0.40164901540519465,0.9313315486603423,0,0.4990019708860622
77,G,21.687586193107006,80.38945430329387,0.2852554767664321,0.3935618558517727,0.3232926419574386,0.13493422974470815,0.3727895011749937,0.24465693561029547,0.5446497031453984,0,0.22015173252537218
78,B,21.82227591176147,80.16404704838358,0.24787248292333505,0.2957938039761297,0.678017422857073,0.1336285632609553,0.4884128888337242,0.6657383755704135,0.7181023844853769,0,0.4197110592061531
79,E,22.0098872405552,80.09697973050048,0.4316679645245102,0.4462631995289881,0.3811486773180824,0.5361739075532754,0.8371547481383614,0.3263811273680396,0.7856502759359505,0,0.4775401158495328
80,H,21.558682042212435,80.49874253969159,0.1970520448002358,0.44547528590893204,0.5790840073153803,0.20073246231390943,0.2769947886287561,0.5554537118706506,0.7935680137630825,0,0.3783510551451899
81,G,21.552914635785694,79.94390017410181,0.37517806759442723,0.083833515036986,0.47743316058167073,0.27759693552381276,0.5289099617622919,0.552044632021499,0.9052680953769905,0,0.31894101393962915
82,A,21.665355515997135,80.34519769600197,0.30607302242294726,0.2797124732573843,0.24303428123093596,0.8279347590201869,0.4227418997160123,0.5800814948961133,0.9767887809904594,0,0.35295123337887246
83,H,21.833147447558847,80.1939926420815,0.30324768504005073,0.1624336758013232,0.13480311739344017,0.19463355339292795,0.6079490163211067,0.9023427466794746,0.6973240585976497,0,0.257797662127915
84,H,21.877941462009442,80.0882912062219,0.48446557454412287,0.15507628536059176,0.1369236822811221,0.10632488886599832,0.6171340302978723,0.49852000931170143,0.9447274022066625,0,0.46232140621016804
85,C,21.650046367874776,80.36452184025994,0.09097264733509326,0.18185756304436393,0.4443084933017782,0.13033413827836512,0.41925477293453717,0.3252113519284658,0.5723903728884628,0,0.33817161950977537
86,H,21.79508305284612,80.16932437455888,0.325338840592838,0.6321080578170418,0.7422784672340602,0.24915542083743833,0.42085939559916563,0.7404431610976927,0.8718379402381513,0,0.44792176244335136
87,H,22.00320463077712,80.01939718154412,0.6046215741333603,0.7360015630808119,0.261228928677781,0.31534592534889366,0.3233088211485518,0.6340842438494666,0.7282351834056585,0,0.41400899531038
88,F,22.007788543085972,80.17859117407001,0.22808291410575965,0.2830233632694049,0.12046836396557618,0.3072772158427602,0.3451390011732163,0.5090777403402951,0.6176114955675847,0,0.33710292000823255
89,B,21.795699863489606,80.07536482823622,0.311867577054864,0.25313012336959584,0.40860196454993714,0.1954859032662597,0.7045155930568148,0.8007857988570999,0.6077636668970241,0,0.47054736674225234
90,A,21.68074978859547,79.88808806226362,0.27347695300348757,0.6296005228953279,0.3109030981389346,0.18752164635357763,0.526661971403072,0.6777440567033333,0.827569981270338,0,0.326136606578315
91,C,21.968209283466432,80.424527938808,0.21105905693146867,0.6373100482883282,0.5594641749006405,0.10076680141462709,0.4991271902616131,0.11769704831335677,0.6498097467317553,0,0.4977204969633659
92,E,21.832972531502378,80.45910975487494,0.06881685718489745,0.35417360628584343,0.6834320657265266,0.0827806300849035,0.5727984624756811,0.5131062488809679,0.7739766359623962,0,0.32428629537778864
93,B,21.78267333426,80.17043153987107,0.10784207042494055,0.3924552366428649,0.5949163856220702,0.3592250792906091,0.6698835354519916,0.3032168574169835,0.6602796504137879,0,0.267683447042771
94,F,21.636383974281014,80.06984205953364,0.3749653616765385,0.5700053165467784,0.4406432102324696,0.10856851210204012,0.18292243195784488,0.6899899923288875,0.9509464603984346,0,0.2908224583568896
95,E,21.80435642140698,80.2039698725725,0.8163422381037169,0.6685752158576634,0.10171482484253681,0.3593153856080621,0.28182678286318463,0.4015894645877923,0.6260813392671182,0,0.42880872339848225
96,F,21.822735986778095,80.31972000761697,0.12357063241739781,0.5301325875433501,0.14253978438469447,0.1989187098498675,0.22947115699034115,0.5390954029287311,0.7366421935596358,0,0.2783377272177111
97,F,21.76684859053077,80.02035836772302,0.1408222075266004,0.17118315850175236,0.31234491765812517,0.357049802297225,0.5498413690243205,0.4013186094149947,0.5720553010263145,0,0.2710281478399551
98,H,21.831996672759974,79.96173284057433,0.33763164232582527,0.6762031992916836,0.2681259850976788,0.04042191736002655,0.7326168872785008,0.6138967467246129,0.46900827784228244,0,0.33047632856046744
99,F,21.55991643796721,80.19173077475924,0.3193693559984723,0.12435243736059748,0.3211566944514897,0.2684222062356043,0.695022812961491,0.4684436923947287,0.688631195982338,0,0.45793975317231084
100,B,21.796717968432407,79.92576774962603,0.37477326653094034,0.6002863371301173,0.5904028272283031,0.44830608021863727,0.7700532164311089,0.3066128000548655,0.865339191305072,0,0.42509662842915324
101,B,21.69407761755841,80.22799548765106,0.33338728049763183,0.30777870158456194,0.3971667308398362,0.2598089066343957,0.30479443355997643,0.3453444887051742,0.6202393910199328,0,0.30844864374505215
102,D,21.989964222277315,80.47463092059638,0.16738465523547452,0.17946030503910995,0.14166567820658368,0.48991860671391085,0.5317175776072455,0.6519952777018206,0.8787226930068054,0,0.39144443154013464
103,D,21.753738889305186,80.12446072568275,0.2863602886983326,0.36813272601033603,0.31967804523160526,0.31038294227813423,0.4539179268211261,0.9145263028861667,0.5160765300785642,0,0.34873621619259093
104,H,21.948301845908635,80.49797997147591,0.35683426641709576,0.46534312279578094,0.5957181306342889,0.04640649789326976,0.365859723963456,0.14420900129207595,0.5683400574743377,0,0.3058375649382376
105,F,21.903742166067396,80.05330217620346,0.5581949104795468,0.32652198702028784,0.2881562558648225,0.2849954989332336,0.28766978038554913,0.5849973423977511,0.5925167898071585,0,0.29041709590827686
106,C,21.57232813805016,79.99514379634134,0.2406864018990516,0.6920613744446998,0.06813076732473214,0.6508729370805126,0.24540324249170514,0.46883824288882164,0.8865898373015667,0,0.3210016828061817
107,H,21.796746209100736,80.17050363133703,0.2521283849205236,0.8791504540553982,0.056846385351561335,0.1516815856185244,0.6342415471143191,0.5074584387021416,0.46320227867122893,0,0.3682441979357242
108,D,21.575874203356392,80.44731719957247,0.5635616256451391,0.44494288064982807,0.21418809654314624,0.24450939050665452,0.6011583927834789,0.7869116405904624,0.3335540658829134,0,0.4658436469461095
109,G,21.868259735167317,80.44453732042291,0.12932092824676783,0.20579393353973383,0.5647046330751936,0.5599485069979638,0.42377388156803153,0.4785277985967805,0.7559452241411718,0,0.22845573105185354
110,F,21.81620995334676,80.25112798940927,0.46826207346279874,0.2934936433904643,0.10814341964138424,0.7273731453007071,0.7085875549533863,0.9742253718896823,0.8960148318657323,0,0.40984244688637383
111,E,21.797604006430483,79.90328281836517,0.1830446419482492,0.0988404419348759,0.14222373301469085,0.08806477431580866,0.5779952238063756,0.4520125179635787,0.517448785072497,0,0.34941924927284546
112,A,21.776270109291357,79.92714670605064,0.35466815032203375,0.5492262665707699,0.1759783392330579,0.3201760538770192,0.18391511182458828,0.6537537538018078,0.8165952509118548,0,0.30897194315699456
113,G,21.700641185334344,79.99617464835535,0.31527514788872324,0.13180086615208886,0.10321648490119728,0.08802344064013405,0.22919745988264253,0.36842331594220046,0.7482691301415487,0,0.3713387651454586
114,C,21.96161121289021,80.20843891663644,0.12758667085044484,0.09384658510832965,0.5482862321231398,0.48049119472315843,0.6237615459454054,0.7944243470105948,0.7779538348442331,0,0.44445291198821096
115,F,21.651252635553554,80.45405441451545,0.19196946073904333,0.2806965356225664,0.2907512857803652,0.1124075069563691,0.46202398948813844,0.4845823851492032,0.5054515995237882,0,0.25660094656022
116,B,21.588052887549644,79.92745202741206,0.28413911856577007,0.2271554180178975,0.3667924617132536,0.16846215876959972,0.33400080969512735,0.3044551895667427,0.8244963499808166,0,0.31327501084372944
117,B,21.86712488186691,79.88656273373847,0.11436165842242954,0.10527730199177421,0.21998708708922435,0.38982399604399204,0.2904009684535337,0.36230694504517535,0.41433708479329207,0,0.18654383771663893
118,A,21.941020619503156,80.38172170844072,0.1495061040879871,0.44389698471838784,0.4746014584178457,0.24867741331444512,0.36729691444668644,0.6315153919771253,0.8727998381198193,0,0.2524417177836632
119,G,21.775515520324063,80.42376691335622,0.3459052377387791,0.3413557848016295,0.09371052109637874,0.288808145407048,0.48015780002289615,0.7395020040810963,0.5980351662268416,0,0.1714117675856198
120,E,21.93148155384101,80.39496075731002,0.261017620339726,0.3643106492726862,0.5512880473366616,0.4721972405901994,0.5194806456677985,0.24733488008198568,0.8702583192490043,0,0.40649423231174237
121,C,22.03741432575212,79.94568026531756,0.2448553811054104,0.5517956631463142,0.3284913885784366,0.1925637556392129,0.8865683320224661,0.6001543383576207,0.4316540282254063,0,0.42953369286361537
122,H,21.81295939272851,80.45372692549549,0.2822857856577211,0.27756896487509136,0.38162544494177114,0.10599239732172831,0.37415659474695523,0.3231123182286759,0.6916611307241249,0,0.294179744596702
123,D,22.004382347719783,80.10020520146534,0.21734877498512223,0.3702687020723845,0.4222463614889382,0.43597109166476816,0.7760158673157296,0.6529461896139661,0.7239395963290078,0,0.43687464109206436
124,B,21.632308565903344,80.01706160485168,0.25852184560859987,0.3044366490940373,0.17688183669709998,0.8826321470034993,0.6760676379068832,0.5977846204747628,0.8742354085686815,0,0.3808587906117651
125,G,21.84976507555148,80.4248851141196,0.24720679593541348,0.17278596623020312,0.7054880636894646,0.426381585446534,0.29856171411606713,0.7108844904090472,0.52643972798625,0,0.2845522669804496
126,H,21.660627053613457,80.41602818027094,0.13592776931001252,0.4489889597845493,0.33674934700773884,0.3838223669881016,0.3887797969846003,0.7605534569746272,0.7035173099627271,0,0.22880689797222842
127,G,21.9481360510778,80.11809931920999,0.5568774544154433,0.6425104198181961,0.545061271179075,0.21853267255691133,0.5220333596471675,0.16180945785446335,0.8180789495124272,1,0.5307984797759401
128,H,21.835294626477864,80.07261925087096,0.6676802830977464,0.4587443187942096,0.2851564534942967,0.21086897965094706,0.5045566635877129,0.39206933974684954,0.5690609454921262,0,0.45672583512736425
129,C,21.75475192177851,80.30756073963761,0.0676713353847233,0.6213275763112098,0.7060591355138669,0.14664574670204628,0.8017012367825026,0.2767022948961871,0.4062264514048952,0,0.3268640651821029
130,A,21.746872963813104,80.16545046530833,0.3172040452226466,0.1719143324032619,0.6108296871149759,0.3495960523194457,0.6045576529924711,0.813563367799422,0.7330038787926567,0,0.3532421833046723
131,E,21.98097581047401,80.00368590384213,0.5205721832162397,0.34048911118957537,0.614180283009161,0.4954704172241957,0.8353344875847936,0.6024110061960131,0.8254476699889789,0,0.3950343350933022
132,F,21.572766669239993,79.99235700745047,0.32544045492075485,0.27970514397552,0.33266282460398067,0.208492725697304,0.10834954683713531,0.3305880364724359,0.5536856757350865,0,0.30658995485567375
133,G,21.55407727780851,80.23753176936432,0.4526504893754895,0.8022934986680363,0.3369149531470232,0.3982634605160637,0.4512580543065064,0.4721696149601056,0.5207900923838974,0,0.38674071561124024
134,E,22.007152420278317,80.16344378403139,0.24812650167957614,0.267247414542571,0.40034021082908233,0.3824131080943111,0.5351406613344803,0.7101223370641033,0.6220949429114334,0,0.45420996947989867
135,F,21.83701102941444,80.11185115586132,0.0892215885774973,0.35831810566383004,0.2182165240116283,0.4272698931824925,0.7433219668078637,0.5048378201312524,0.6772221777152273,0,0.35277571660304496
136,D,21.692363955153724,79.9725300505224,0.046800981815565655,0.5537708807198322,0.20821789063670837,0.05212014403219763,0.26085562613575014,0.33082688831336937,0.5928667146829871,0,0.2787277776601616
137,F,22.00250129300838,80.17481962769897,0.32650901432198964,0.4084410527711213,0.29182844575198835,0.08205399654503442,0.33768494385341385,0.39173856159681714,0.8851028185043681,0,0.3722663615360411
138,G,21.686063026883325,80.23917363572147,0.23386105457965312,0.25490484371139244,0.3355824701534293,0.10247964383880873,0.7711054923974763,0.12133179887356464,0.9317229813983962,0,0.2975327535382408
139,C,21.843881886169733,80.2488616234335,0.29329167709047915,0.33056062187416235,0.21154566233966984,0.10827404220328647,0.4596217077954445,0.5160975851791277,0.5314263998417809,0,0.4986857247298128
140,H,21.6468412525353,80.28477000344854,0.32584569387566037,0.12523395810246737,0.5692305485461971,0.26209667353739324,0.7027373005369677,0.48332273143470084,0.9502694876962635,0,0.4054565125472888
141,B,21.85812134377188,80.21872833233736,0.12513738089299015,0.031960194969710275,0.2737994595345478,0.6442078543875791,0.42892568628299227,0.3530224106090509,0.8166844571238153,0,0.28151889796049057
142,H,21.71598279934979,80.15481977123218,0.24815900109876296,0.27459667066307536,0.20462836359959735,0.11839770715169358,0.5755410014493535,0.534335307109442,0.7471980373464352,0,0.3506598375338408
143,H,21.638342349273632,80.39560649020142,0.41876730875098594,0.32909461496611264,0.5054633678512921,0.2760080922319371,0.7960055297988762,0.8336542287199933,0.5724288483706461,0,0.4309791065899776
144,G,21.604848296876703,80.35704466459163,0.5315500907658868,0.19455676597361052,0.5465946925274818,0.4250939951399243,0.30970346521798364,0.8884832766848861,0.7754899414944494,0,0.38429923300122876
145,D,21.718800395382196,80.48793294193604,0.28499117214666503,0.6298086192864568,0.08682972483174789,0.25304021027177226,0.8134282252999239,0.09884678064154935,0.9302744040933714,0,0.3728120678985103
146,D,21.64286913076365,80.04055591089683,0.49469960814466146,0.33673582528838053,0.44423368843647093,0.11660777456824496,0.5844267983961092,0.6864787474558511,0.7136297141836642,0,0.3984846070416615
